t_offset,voltage,current_a,speed,degradation_percent,trip_id
0.0,7.040882961081596,2.015974852611691,14.576362387582424,21.955917938798784,0
1.0,7.047256334015864,2.0791913491792435,15.198595935925583,21.955917938798784,0
2.0,7.03317114958393,2.0290623163136257,14.511161965618992,21.955917938798784,0
3.0,7.047888621634014,1.9975896828843933,14.47122123682999,21.955917938798784,0
4.0,7.060673543851494,1.9736795766516102,14.347597651174949,21.955917938798784,0
5.0,7.046742378100617,2.0434888297536906,14.639952902666211,21.955917938798784,0
6.0,7.054949800284894,1.9663720028858314,14.314820889558519,21.955917938798784,0
7.0,7.016051143015806,2.072034543675117,15.217998723735231,21.955917938798784,0
8.0,7.003051639619888,2.164308490976401,15.738472953994993,21.955917938798784,0
9.0,7.002323257432373,2.150613204826476,15.924202012448369,21.955917938798784,0
10.0,6.983162649463064,2.1957071362284797,16.103078451468114,21.955917938798784,0
11.0,6.997641647395117,2.1368513115892798,16.608109032138948,21.955917938798784,0
12.0,7.020323335949069,2.1474278980175976,16.097006753544274,21.955917938798784,0
13.0,6.9909899056323175,2.1505842627458867,16.871629437217457,21.955917938798784,0
14.0,6.94838723356373,2.314813877066406,17.34060730230488,21.955917938798784,0
15.0,6.802881303391445,2.67787944338012,21.08747685923433,21.955917938798784,0
16.0,6.874868025811897,2.5029325306160164,20.180847088031545,21.955917938798784,0
17.0,6.841333330414987,2.579986301251083,20.733235371285758,21.955917938798784,0
18.0,6.820707378977669,2.6006921868825885,20.485758139509567,21.955917938798784,0
19.0,6.786408460077078,2.7421382107745353,22.845949582612135,21.955917938798784,0
20.0,6.754497596491822,2.826916480119867,22.855944877594286,21.955917938798784,0
21.0,6.764458910708322,2.774234055628796,22.777156489986748,21.955917938798784,0
22.0,6.8051405997622645,2.619352809714129,21.619466512048277,21.955917938798784,0
23.0,6.846373824012011,2.597806658353694,20.895083267760228,21.955917938798784,0
24.0,6.812780687235641,2.6260497326187724,21.4850957225339,21.955917938798784,0
25.0,6.566680426591622,3.2473987670552704,27.095505308709264,21.955917938798784,0
26.0,6.588957418686858,3.193732372373154,27.285693790575085,21.955917938798784,0
27.0,6.6094460722370725,3.1948576159486435,26.862099623324042,21.955917938798784,0
28.0,6.639660572512132,3.1138693765190597,26.670615121345623,21.955917938798784,0
29.0,6.494859178356661,3.5228918852908184,30.0,21.955917938798784,0
30.0,6.500751782052132,3.449148746357602,30.0,21.955917938798784,0
31.0,6.524704835681287,3.408331714256774,28.898651081954952,21.955917938798784,0
32.0,6.572763055033748,3.3151145306674974,28.086187816988918,21.955917938798784,0
33.0,6.477352280891721,3.5018567946588894,30.0,21.955917938798784,0
34.0,6.506687318516987,3.440489268229573,30.0,21.955917938798784,0
35.0,6.48426586820421,3.523741975945728,29.88736729086689,21.955917938798784,0
36.0,6.550554008432655,3.30804877578186,29.05884428860624,21.955917938798784,0
37.0,6.489408496645529,3.501498158328479,29.28339370216738,21.955917938798784,0
38.0,6.500226773602654,3.421889134674238,30.0,21.955917938798784,0
39.0,6.519565600687613,3.44006698903387,30.0,21.955917938798784,0
40.0,6.481837628151944,3.5003838713003828,30.0,21.955917938798784,0
41.0,6.492826607551548,3.4537074553148046,29.47616984365649,21.955917938798784,0
42.0,6.561741530134479,3.3429712431235137,28.453819784200792,21.955917938798784,0
43.0,6.557660183719039,3.3396223283341793,28.358909123312888,21.955917938798784,0
44.0,6.539807809194698,3.3494346850163974,28.0301673386459,21.955917938798784,0
45.0,6.548390125608743,3.2468138318554525,28.176754888423424,21.955917938798784,0
46.0,6.496470995736162,3.4299772940352433,29.555687465050063,21.955917938798784,0
47.0,6.553538560666404,3.310134497897551,28.670050919415274,21.955917938798784,0
48.0,6.534834440184781,3.346309687563899,28.665953426039216,21.955917938798784,0
49.0,6.480924622576042,3.393558882911731,28.738421351560614,21.955917938798784,0
50.0,6.55354884191135,3.2363762097343685,28.063837135326317,21.955917938798784,0
51.0,6.543064920873703,3.300561916508988,28.79655916921113,21.955917938798784,0
52.0,6.508173652400995,3.379776742159718,29.18737051917054,21.955917938798784,0
53.0,6.4623554859234575,3.5117260979705796,29.61786286877368,21.955917938798784,0
54.0,6.491750492116247,3.4399784927002117,29.43877581526928,21.955917938798784,0
55.0,6.50683213751732,3.492547739502035,30.0,21.955917938798784,0
56.0,6.47829481214735,3.40196156029979,29.317405319552943,21.955917938798784,0
57.0,6.452807879736253,3.500594261240948,29.569889322425215,21.955917938798784,0
58.0,6.529412127474007,3.2690772477170995,27.85205809863429,21.955917938798784,0
59.0,6.477503531862988,3.4186717755909584,29.62089166710803,21.955917938798784,0
60.0,6.585930193142375,3.238288383254557,28.214708954022726,21.955917938798784,0
61.0,6.567111980149333,3.3201831921431766,27.337280491259015,21.955917938798784,0
62.0,6.484580008536718,3.498214100542115,30.0,21.955917938798784,0
63.0,6.462797554268985,3.501373842843957,29.803777723246313,21.955917938798784,0
64.0,6.4936045496801045,3.3835980430923125,29.69671935163348,21.955917938798784,0
65.0,6.47808032747108,3.453369962054139,30.0,21.955917938798784,0
66.0,6.454347366589717,3.49872414341505,30.0,21.955917938798784,0
67.0,6.471088919911178,3.442157213248611,29.42275357316572,21.955917938798784,0
68.0,6.439026327469352,3.5004286506229145,30.0,21.955917938798784,0
69.0,6.493901417799519,3.4255157493959185,30.0,21.955917938798784,0
70.0,6.500038261712866,3.39390702364638,30.0,21.955917938798784,0
71.0,6.496277414687641,3.373220578847679,29.11165545246842,21.955917938798784,0
72.0,6.488697541597161,3.3694314008546975,28.877918503825576,21.955917938798784,0
73.0,6.493675405904462,3.352803400948525,30.0,21.955917938798784,0
74.0,6.430415100830127,3.4625405939290252,30.0,21.955917938798784,0
75.0,6.4892802258161835,3.4044432527492825,30.0,21.955917938798784,0
76.0,6.463154848712463,3.423833686745375,29.95094052333692,21.955917938798784,0
77.0,6.433113237470007,3.5677519032655867,30.0,21.955917938798784,0
78.0,6.449741108100459,3.5030859809320045,30.0,21.955917938798784,0
79.0,6.4712497648902545,3.4462651318300757,30.0,21.955917938798784,0
80.0,6.463679255470467,3.4716037701198315,30.0,21.955917938798784,0
81.0,6.4048061936894145,3.517675057552022,30.0,21.955917938798784,0
82.0,6.5040032418184754,3.366205964135976,29.062394245924146,21.955917938798784,0
83.0,6.508486804985459,3.288348878430335,28.50324990306115,21.955917938798784,0
84.0,6.518672716963211,3.303660730203294,27.966337681143884,21.955917938798784,0
85.0,6.5636565646615095,3.129250422861716,26.133306074265406,21.955917938798784,0
86.0,6.5510277762795495,3.1336246357344533,27.42627381958637,21.955917938798784,0
